Seorang	NND
masyarakat	NN
internasional	JJ
atas	IN
Pemerintah	NNP
Otonomi	NNP
Palestina	NNP
telah	MD
meningkatkan	VB
pelanggaran	NN
terhadap	IN
anak-anak	NN
Palestina	NNP
,	Z
demikian	PR
laporan	NN
Kantor	NNP
Berita	NNP
Palestina	NNP
,	Z
WAFA	NNP
.	Z
Penghentian	NN
bantuan	NN
internasional	JJ
kepada	IN
rakyat	NN
Palestina	NNP
telah	MD
berdampak	VB
langsung	RB
pada	IN
penerapan	NN
layanan	NN
ekonomi	NN
,	Z
budaya	NN
dan	CC
sosial	JJ
,	Z
merusak	VB
pelaksanaan	NN
hak	NN
anak	NN
di	IN
Wilayah	NN
Pendudukan	NN
Palestina	NNP
,	Z
kata	VB
PNCR	NNP
.	Z
Lembaga	NN
tersebut	PR
menyatakan	VB
bahwa	SC
tentara	NN
Israel	NNP
membunuh	VB
124	CD
anak	NN
selama	IN
operasi	NN
militer	NN
yang	SC
berlangsung	VB
di	IN
Wilayah	NN
Palestina	NNP
pada	IN
2006	CD
.	Z
Pada	IN
2007	CD
,	Z
tentara	NN
Israel	NNP
terus	RB
menerapkan	VB
kebijakan	NN
pelanggaran	NN
yang	SC
sama	JJ
terhadap	IN
anak-anak	NN
Palestina	NNP
dan	CC
delapan	CD
anak	NN
meninggal	VB
sejauh	JJ
ini	PR
tahun	NN
ini	PR
.	Z
Ini	PR
membuat	VB
jumlah	NN
anak-anak	NN
yang	SC
tewas	VB
sejak	IN
dimulai	VB
-nya	PRP
Intifada	NNP
Kedua	NNP
pada	IN
September	NNP
2000	CD
,	Z
oleh	IN
tentara	NN
Israel	NNP
dan	CC
pemukim	NN
liar	JJ
Israel	NNP
,	Z
jadi	VB
860	CD
,	Z
kata	VB
-nya	PRP
.	Z
Selain	CC
itu	PR
,	Z
5.200	CD
anak	NN
Palestina	NNP
telah	MD
ditangkap	VB
oleh	IN
tentara	NN
Israel	NNP
sejak	IN
Intifada	NNP
Kedua	NNP
dan	CC
di	IN
antara	NN
mereka	PRP
,	Z
hampir	RB
400	CD
anak	NN
,	Z
masih	MD
disekap	VB
di	IN
berbagai	CD
pusat	NN
interogasi	NN
dan	CC
penjara	NN
Israel	NNP
,	Z
sehingga	SC
mereka	PRP
rentan	JJ
terhadap	IN
banyak	CD
pelanggaran	NN
hak	NN
mereka	PRP
,	Z
kata	VB
PNCR	NNP
.	Z
Pelanggaran	NN
hak	NN
anak	NN
Palestina	NNP
di	IN
wilayah	NN
pendudukan	NN
Palestina	NNP
telah	MD
melampaui	VB
pelanggaran	NN
hak	NN
untuk	IN
hidup	NN
dan	CC
kebebasan	NN
.	Z
Tindakan	NN
militer	NN
Israel	NNP
dan	CC
pemutusan	NN
bantuan	NN
internasional	JJ
oleh	IN
masyarakat	NN
internasional	JJ
,	Z
telah	MD
sangat	RB
mempengaruhi	VB
hak	NN
mereka	PRP
bagi	IN
pendidikan	NN
,	Z
standar	NN
hidup	NN
yang	SC
layak	JJ
,	Z
perlindungan	NN
dari	IN
diskriminasi	NN
dan	CC
perlindungan	NN
terhadap	IN
eksploitasi	NN
ekonomi	NN
,	Z
hak	NN
yang	SC
ditetapkan	VB
dalam	IN
Konvensi	NNP
Internasional	NNP
mengenai	NNP
Hak	NNP
Anak	NNP
(	Z
CRC	NNP
)	Z
.	Z
Di	IN
tengah	NN
agresi	NN
oleh	IN
tentara	NN
Israel	NNP
dan	CC
penarikan	NN
dukungan	NN
oleh	IN
masyarakat	NN
internasional	JJ
,	Z
ada	VB
bahaya	NN
lain	JJ
yang	SC
tak	NEG
kalah	VB
penting	JJ
.	Z
Di	IN
sebagian	CD
daerah	NN
di	IN
wilayah	NN
pendudukan	NN
,	Z
perpecahan	NN
antara	IN
partai politik	NN
Palestina	NNP
belum	NEG
lama	JJ
ini	PR
telah	MD
mengakibatkan	VB
kemacetan	NN
penerapan	NN
hukum	NN
,	Z
pelanggaran	NN
dan	CC
kurang	RB
-nya	PRP
keamanan	NN
bagi	IN
penduduk	NN
Palestina	NNP
.	Z
PNCR	NNP
menyeru	VB
masyarakat	NN
internasional	JJ
dan	CC
pihak	NN
lain	JJ
untuk	SC
melaksanakan	VB
kewajiban	NN
mereka	PRP
guna	SC
melindungi	VB
hak	NN
semua	CD
anak	NN
di	IN
dalam	NN
masyarakat	NN
internasional	JJ
tanpa	IN
diskriminasi	NN
,	Z
dan	CC
melakukan	VB
tekanan	NN
atas	IN
pemerintah	NN
Israel	NNP
agar	SC
mematuhi	VB
hukum internasional	NN
dan	CC
menghentikan	VB
pelanggaran	NN
terhadap	IN
hak	NN
anak	NN
Palestina	NNP
.	Z
Lembaga	NN
itu	PR
mengakhiri	VB
pernyataan	NN
dengan	SC
menyeru	VB
masyarakat	NN
internasional	JJ
agar	SC
segera	RB
mengakui	VB
bahwa	SC
korban	NN
utama	JJ
kebijakan	NN
tersebut	PR
adalah	VB
anak-anak	NN
Palestina	NNP
dan	CC
kebijakan	NN
itu	PR
bertolak belakang	VB
dengan	IN
CRC	NNP
,	Z
yang	SC
pada	IN
prinsip	NN
-nya	PRP
mewajibkan	VB
negara	NN
untuk	SC
membantu	VB
negara	NN
lain	JJ
dalam	IN
penerapan	NN
CRC	NNP
melalui	VB
kerja sama	NN
internasional	JJ
.	Z
Militer	NN
Amerika	NNP
Serikat	NNP
,	Z
Senin	NNP
,	Z
mengumumkan	VB
,	Z
lima	CD
tentara	NN
-nya	PRP
tewas	VB
dalam	IN
serentetan	NN
serangan	NN
dalam	IN
sebulan	NN
ini	PR
yang	SC
mencapai	VB
26	CD
orang	NN
.	Z
Lima	CD
tentara	NN
AS	NNP
itu	PR
terbunuh	VB
pada	IN
Minggu	NNP
.	Z
Tiga	CD
serdadu	NN
tewas	VB
dan	CC
satu	CD
lain	JJ
-nya	PRP
luka-luka	NN
dalam	IN
ledakan	NN
bom	NN
pinggir	NN
jalan	NN
saat	NN
berpatroli	VB
di	IN
selatan	NN
Banghdad	X
.	Z
Satu	CD
tentara	NN
AS	NNP
tewas	VB
dan	CC
tiga	CD
lain	JJ
-nya	PRP
cedera	JJ
dalam	IN
serangan	NN
tembakan	NN
tidak	NEG
langsung	RB
dengan	SC
sasaran	NN
unit-unit	NN
patroli	NN
AS	NNP
di	IN
selatan	NN
ibu kota	NN
.	Z
Seorang	NND
tentara	NN
lain	JJ
-nya	PRP
tewas	VB
akibat	NN
mengalami	VB
luka parah	NN
ketika	SC
melakukan	VB
operasi	NN
penangkapan	NN
di	IN
provinsi	NN
Diyala	NNP
yang	SC
sedang	MD
dilanda	VB
konflik	NN
.	Z
Dengan	SC
demikian	PR
,	Z
jumlah	NN
korban	NN
tewas	VB
tentara	NN
AS	NNP
sejak	IN
invasi	NN
-nya	PRP
ke	IN
Irak	NNP
Maret	NNP
2003	CD
mencapai	VB
3.274	CD
orang	NN
sesuai	JJ
perhitungan	NN
AFP	NNP
berdasarkan	VB
data	NN
dari	IN
Pentagon	NNP
.	Z
Pasukan	NN
keamanan	NN
India	NNP
Selasa	NNP
melancarkan	VB
operasi-operasi	NN
militer	NN
terhadap	IN
Front	NNP
Serikat	NNP
Pembebasan	NNP
Asom	NNP
(	Z
ULFA	NNP
)	Z
,	Z
kelompok	NN
separatis	NN
terbesar	JJ
di	IN
negara bagian	NN
timur	NN
laut	NN
Assam	NNP
,	Z
yang	SC
telah	MD
menewaskan	VB
68	CD
orang dalam	NN
empat	CD
hari	NN
terakhir	OD
,	Z
kata	VB
laporan-laporan	NN
berita	NN
.	Z
Militer	NN
India	NNP
menyerang	VB
markas-markas	NN
dan	CC
tempat-tempat	NN
persembunyian	NN
ULFA	NNP
di	IN
Assam	NNP
dan	CC
tetangga	NN
-nya	PRP
,	Z
negara bagian	NNP
Arunachal	NNP
Pradesh	NNP
,	Z
saat	NN
Kementerian	NNP
Dalam	NNP
Negeri	NNP
India	NNP
memutuskan	VB
mengirimkan	VB
lebih	RB
dari	IN
2.000	CD
personel	NN
keamanan	NN
tambahan	NN
untuk	SC
memadamkan	VB
kekerasan	NN
di sana	PR
.	Z
Sejumlah	CD
68	CD
orang	NN
,	Z
kebanyakan	CD
buruh	NN
migran	NN
dan	CC
pedagang	NN
dari	IN
negara bagian	NN
timur	NN
Bihar	NNP
,	Z
tewas	VB
dalam	IN
serangan-serangan	NN
separatis	NN
di	IN
lima	CD
distrik	NN
di	IN
Assam	NNP
sejak	IN
5	CD
Januari	NNP
.	Z
Pada	IN
Senin	NNP
malam	NN
lalu	CC
,	Z
diduga	VB
para	DT
milisi	NN
ULFA	NNP
membunuh	VB
lebih	RB
dari	IN
tiga	CD
buruh	NN
migran	NN
di	IN
distrik	NNP
Golaghat	NNP
,	Z
dan	CC
melakukan	VB
dua	CD
ledakan	NN
dekat	JJ
satu	CD
daerah	NN
militer	NN
di	IN
ibu kota	NN
negara bagian	NNP
Guwahati	NNP
,	Z
yang	SC
menyebabkan	VB
lima	CD
orang	NN
cedera	JJ
,	Z
demikian	PR
laporan	NN
jaringan	NNP
NDTV	NNP
.	Z
Namun	CC
,	Z
pada	IN
malam	NN
hari	NN
-nya	PRP
tidak	NEG
terjadi	VB
serangan-serangan	NN
,	Z
kata	VB
seorang	NND
juru bicara	NN
pemerintah	NN
.	Z
Pasukan	NN
keamanan	NN
mengusir	VB
mereka	PRP
ke	IN
luar	NN
negara bagian	NN
dengan	IN
kewaspadaan	NN
keamanan	NN
yang	SC
tinggi	JJ
,	Z
untuk	SC
membuat	VB
situasi	NN
tetap	RB
di bawah	VB
pengawasan	NN
,	Z
kata	VB
juru bicara	NN
pemerintah	NN
negara bagian	NN
,	Z
Himanta	NNP
Biswas	NNP
Sarma	NNP
,	Z
seperti	IN
yang	SC
dikutip	VB
oleh	IN
kantor berita	NNP
IANS	NNP
.	Z
Amod	NNP
Kanth	NNP
,	Z
kepala	NN
polisi	NN
Arunachal	NNP
Pradesh	NNP
,	Z
mengatakan	VB
kepada	IN
kantor berita	NN
tersebut	PR
,	Z
bahwa	SC
satu	CD
serangan	NN
telah	MD
dilancarkan	VB
di	IN
negara bagian	NN
itu	PR
untuk	SC
menghancurkan	VB
basis-basis	NN
di mana	SC
para	DT
pemberontak	NN
melancarkan	VB
operasi	NN
-nya	PRP
.	Z
Sementara	SC
itu	PR
,	Z
Menteri	NNP
Pertahanan	NNP
India	NNP
,	Z
AK	NNP
Antony	NNP
dan	CC
kepala	NNP
militer	NNP
Jenderal	NNP
JJ	NNP
Singh	NNP
,	Z
dijadwalkan	VB
untuk	SC
mengunjungi	VB
negara bagian	NN
yang	SC
dijadikan	VB
sasaran	NN
serangan	NN
Selasa	NNP
,	Z
untuk	SC
menilai	VB
situasi	NN
keamanan	NN
.	Z
ULFA	NNP
,	Z
yang	SC
berjuang	VB
untuk	IN
pemisahan	NN
tanah air	NN
warga	NN
Assam	NNP
sejak	IN
tahun	NN
1979	CD
dan	CC
mengharapkan	VB
semua	CD
warga	NN
non	NEG
-	Z
Assam	NNP
,	Z
terutama	JJ
masyarakat	NN
yang	SC
berbicara	VB
dalam	IN
bahasa	NNP
Hindi	NNP
meninggalkan	VB
negara	NN
tersebut	PR
,	Z
namun	CC
tidak	NEG
mengklaim	VB
bertanggung jawab	VB
atas	IN
terjadi	VB
-nya	PRP
serangan-serangan	NN
.	Z
Negara	NN
bagian	NN
menyasikan	X
meningkat	VB
-nya	PRP
kekerasan	NN
sejak	IN
New	NNP
Delhi	NNP
menyerukan	VB
pembatalan	NN
gencatan senjata	NN
dengan	IN
kelompok	NN
militan	JJ
itu	PR
pada	IN
September	NNP
2006	CD
,	Z
seraya	SC
menyatakan	VB
bahwa	SC
ULFA	NNP
masih	MD
terus	RB
melakukan	VB
kekerasan	NN
dan	CC
pemerasan	NN
di	IN
Assam	NNP
.	Z
Segera	RB
setelah	SC
gencatan senjata	NN
dibatalkan	VB
,	Z
ULFA	NNP
mengenakan	VB
berbagai	CD
pajak	NN
terhadap	IN
orang-orang	NN
non	NEG
-	Z
Assam	NNP
di	IN
negara bagian	NN
itu	PR
,	Z
serta	CC
memperingatkan	VB
para	DT
buruh	NN
migran	NN
untuk	SC
meninggalkan	VB
negara bagian	NN
secepat	JJ
-nya	PRP
.	Z
Peristiwa	NN
pembunuhan	NN
besar-besaran	JJ
terakhir	OD
dan	CC
terburuk	JJ
terhadap	IN
warga	NN
India	NNP
non	NEG
-	Z
Assam	NNP
oleh	IN
pemberontak	NN
ULFA	NNP
terjadi	VB
ketika	SC
100	CD
orang	NN
dibunuh	VB
dalam	IN
tahun	NN
2000	CD
.	Z
Serangan-serangan	NN
terjadi	VB
beberapa	CD
hari	NN
setelah	SC
pemimpin	NN
senior	JJ
ULFA	NNP
tewas	VB
dalam	IN
insiden	NN
perpecahan	NN
oleh	IN
pasukan	NN
kontra	VB
pemberontakan	NN
di	IN
negara bagian	NN
pekan	NN
lalu	CC
,	Z
dan	CC
menahan	VB
dua	CD
pemimpin	NN
di	IN
garis depan	NN
.	Z
Meningkat	VB
-nya	PRP
kekerasan	NN
yang	SC
dilakukan	VB
oleh	IN
ULFA	NNP
juga	RB
diikuti	VB
publikasi	NN
suatu	CD
jajak	VB
-	Z
pendapat	NN
yang	SC
kontroversi	NN
,	Z
yang	SC
menunjukkan	VB
95	CD
persen	CD
masyarakat	NN
di	IN
sembilan	CD
dari	IN
27	CD
distrik	NN
negara bagian	NNP
Assam	NNP
tidak	NEG
mendukung	VB
tuntutan	NN
ULFA	NNP
bagi	IN
kemerdekaan	NN
Assam	NNP
.	Z
Lebih	RB
dari	IN
20.000	CD
orang	NN
tewas	VB
dalam	IN
gerakan	NN
kekerasan	NN
separatisme	NN
di	IN
negara bagian	NN
ini	PR
sejak	IN
tahun	NN
1979	CD
.	Z
Presiden	NNP
Roh	NNP
Moo	NNP
-	NNP
hyun	NNP
pada	IN
Selasa	NNP
mengajukan	VB
usul	NN
perubahan	NN
konstitusi	NN
Korea	NNP
Selatan	NNP
agar	SC
pemimpin	NN
masa	NN
depan	NN
dapat	MD
dipilih	VB
sebanyak	CD
dua	CD
kali	NND
untuk	SC
masa	NN
jabatan	NN
presiden	NN
yang	SC
masing-masing	PRP
berlangsung	VB
selama	IN
empat	CD
tahun	NN
.	Z
Lima	CD
pekerja	NN
China	NNP
,	Z
yang	SC
disandera	VB
di	IN
Nigeria	NNP
pekan	NN
lalu	CC
,	Z
berada	VB
dalam	IN
keadaan	NN
selamat	JJ
dan	CC
petugas	NN
Kedutaan	NNP
besar	NNP
China	NNP
tengah	MD
mencoba	VB
mengamankan	VB
upaya	NN
pembebasan	NN
mereka	PRP
,	Z
kata	VB
Kementerian	NNP
Luar	NNP
Negeri	NNP
hari	NN
Selasa	NNP
.	Z
Pria	NN
bersenjata	VB
menerobos	VB
masuk	VB
ke	IN
apartemen	NN
sewaan	NN
,	Z
tempat	NN
pekerja	NN
telekomunikasi	NN
itu	PR
tinggal	VB
,	Z
dan	CC
membawa	VB
mereka	PRP
ke	IN
sebuah	NND
markas	NN
di	IN
Delta	NNP
Niger	NNP
,	Z
bagian	NN
selatan	NN
Nigeria	NNP
,	Z
negara	NN
penghasil	NN
minyak	NN
itu	PR
pada	IN
Jumat	NNP
.	Z
Petugas	NN
setempat	NN
mengatakan	VB
pada	IN
Senin	NNP
bahwa	SC
penculik	NN
meminta	VB
tebusan	NN
,	Z
motif	NN
sejumlah	CD
penculikan	NN
di	IN
daerah	NN
tanpa	IN
hukum	NN
itu	PR
,	Z
tempat	NN
penduduk	NN
miskin	JJ
tinggal	VB
di	IN
sepanjang	NN
kawasan	NN
industri	NN
minyak	NN
terbesar	JJ
Afrika	NNP
tersebut	PR
.	Z
Departemen	NN
terkait	VB
kami	PRP
dan	CC
kedutaan	NN
besar	JJ
di sana	PR
mencoba	VB
melakukan	VB
apa	WH
pun	RP
untuk	SC
membebaskan	VB
warga	NN
China	NNP
itu	PR
,	Z
kata	VB
Juru bicara	NNP
Kementerian	NNP
Luar	NNP
Negeri	NNP
China	NNP
Liu	NNP
Jianchao	NNP
dalam	IN
konferensi pers	NN
.	Z
Karena	SC
misi	NN
tengah	MD
berlangsung	VB
,	Z
saya	PRP
tidak dapat	RB
memberikan	VB
informasi	NN
lebih jauh	JJ
.	Z
Sepengetahuan	RB
kami	PRP
,	Z
para	DT
sandera	NN
selamat	JJ
,	Z
kata	VB
-nya	PRP
.	Z
Tim	NN
dari	IN
China	NNP
,	Z
yang	SC
terdiri	VB
atas	IN
petugas	NN
Kedutaan	NN
besar	JJ
dan	CC
staf	NN
dari	IN
perusahaan	NN
yang	SC
mempekerjakan	VB
korban	NN
juga	RB
membantu	VB
pencarian	NN
.	Z
Sandera	NN
di	IN
Delta	NNP
Niger	NNP
biasa	JJ
ditahan	VB
beberapa	CD
hari	NN
di	IN
daerah	NN
terpencil	VB
sebelum	SC
dibebaskan	VB
tanpa	IN
terluka	VB
setelah	SC
majikan	NN
atau	CC
pemerintah	NN
setempat	NN
membayar	VB
uang	NN
tebusan	NN
.	Z
Tujuh	CD
orang	NN
masuk	VB
rumah sakit	NN
di	IN
New	NNP
Jersey	NNP
,	Z
tepat	JJ
di	IN
seberang	NN
New	NNP
York	NNP
dari	IN
sungai	NNP
Hudson	NNP
,	Z
sesudah	SC
bau	NN
kuat	JJ
dan	CC
misterius	JJ
gas alam	NN
di	IN
banyak	CD
tempat	NN
Manhattan	NNP
dan	CC
New	NNP
Jersey	NNP
hari	NN
Senin	NNP
,	Z
kata	VB
kantor berita	NNP
Inggris	NNP
Reuters	NNP
.	Z
Bau	NN
seperti	IN
gas	NN
memaksa	VB
pengosongan	NN
gedung	NN
dan	CC
penghentian	NN
sementara	SC
layanan	NN
kereta	NN
pelaju	NN
sebelum	SC
menghilang	VB
.	Z
Wali kota	NNP
New	NNP
York	NNP
Michael	NNP
Bloomberg	NNP
menyatakan	VB
bau	NN
itu	PR
tidak	NEG
berbahaya	VB
dan	CC
tidak	NEG
ditemukan	VB
kebocoran	NN
gas	NN
.	Z
Itu	PR
mungkin	MD
hanya	RB
bau	NN
tidak	NEG
menyenangkan	VB
,	Z
tapi	CC
saat	NN
ini	PR
,	Z
kami	PRP
tidak	NEG
mengetahui	VB
lebih	RB
daripada	IN
itu	PR
.	Z
Satu	CD
hal	NN
kami	PRP
percaya	VB
ialah	VB
itu	PR
tidak	NEG
berbahaya	VB
,	Z
kata	VB
Bloomberg	NNP
dalam	IN
temu	VB
pers	NN
.	Z
Bau	NN
seperti	IN
gas	NN
itu	PR
menyerang	VB
Manhattan	NNP
bawah	NN
dan	CC
diketahui	VB
sampai	IN
utara	NN
di	IN
Central	NNP
Park	NNP
,	Z
di	IN
seberang	NN
lebar	NN
pulau	NN
itu	PR
,	Z
dan	CC
di	IN
New	NNP
Jersey	NNP
,	Z
kata	VB
laporan	NN
.	Z
Juru bicara	NN
Departemen	NNP
Keamanan	NNP
Dalam	NNP
Negeri	NNP
Amerika	NNP
Serikat	NNP
menyatakan	VB
saat	NN
ini	PR
tidak	NEG
ada	VB
tanda	NN
hubungan	NN
dengan	IN
terorisme	NN
.	Z
Seorang	NND
pegawai	NN
UNICEF	NNP
tewas	VB
ditembak	VB
di	IN
dalam	NN
mobil	NN
-nya	PRP
ketika	SC
ia	PRP
sedang	MD
berkendaraan	VB
di	IN
Baghdad	NNP
,	Z
kata	VB
badan	NN
anak-anak	NN
PBB	NNP
itu	PR
,	Z
Selasa	NNP
.	Z
Janan	NNP
Jabero	NNP
(	Z
52	CD
)	Z
,	Z
seorang	NND
insinyur	NN
yang	SC
menikah	VB
dan	CC
memiliki	VB
dua	CD
anak	NN
,	Z
tewas	VB
Senin	NNP
malam	NN
,	Z
kata	VB
seorang	NND
juru bicara	NN
UNICEF	NNP
.	Z
Janan	NNP
Jabero	NNP
adalah	VB
seorang	NND
insinyur	NN
yang	SC
cerdas	JJ
dan	CC
bagian	NN
utama	JJ
dari	IN
program	NN
rehabilitasi	NN
sekolah	NN
UNICEF	NNP
di	IN
Irak	NNP
sejak	IN
1999	CD
.	Z
Kematian	NN
-nya	PRP
itu	PR
membuat	VB
anak-anak	NN
Irak	NNP
kehilangan	NN
seorang	NND
pembimbing	NN
yang	SC
setia	JJ
dan	CC
kami	PRP
sangat	RB
berkabung	VB
,	Z
kata	VB
utusan	NN
UNICEF	NNP
untuk	IN
Irak	NNP
,	Z
Roger	NNP
Wright	NNP
.	Z
Jabero	NNP
adalah	VB
salah seorang	CD
dari	IN
87	CD
warga	NN
Irak	NNP
yang	SC
bekerja	VB
untuk	IN
UNICEF	NNP
di	IN
Irak	NNP
.	Z
Polisi	NN
telah	MD
mulai	VB
melakukan	VB
penyelidikan	NN
atas	IN
pembunuhan	NN
tersebut	PR
.	Z
Sejumlah	CD
orang	NN
yang	SC
bersenjatakan	VB
dinamit	NN
menyerbu	VB
sebuah	NND
pangkalan	NN
pelayanan	NN
minyak	NN
di	IN
Negara	NNP
Bagian	NNP
Bayelsa	NNP
di	IN
kawasan	NN
penghasil	NN
minyak	NN
Delta	NNP
Niger	NNP
,	Z
Nigeria	NNP
Selatan	NNP
,	Z
Rabu	NNP
,	Z
dan	CC
menculik	VB
sembilan	CD
pekerja	NN
Korea	NNP
Selatan	NNP
dan	CC
seorang	NND
warga	NN
Nigeria	NNP
.	Z
Orang-orang	NN
bersenjata	VB
itu	PR
datang	VB
dengan	IN
enam	CD
kapal	NN
ke	IN
pangkalan	NN
tepi	NN
sungai	NN
itu	PR
di	IN
daerah pinggiran	NN
Yenagoa	NNP
,	Z
ibu kota	NN
Bayelsa	NNP
.	Z
Mereka	PRP
meledakkan	VB
bagian	NN
dari	IN
sebuah	NND
bangunan	NN
kantor	NN
,	Z
membuat	VB
tanah	NN
di	IN
tempat	NN
itu	PR
berserakan	VB
dengan	SC
kepingan-kepingan	NN
atap	NN
seng	NN
,	Z
peralatan	NN
listrik	NN
dan	CC
AC	FW
.	Z
Militan	JJ
memasuki	VB
fasilitas	NN
itu	PR
dengan	SC
bersenjatakan	VB
senapan	NN
dan	CC
dinamit	NN
menjelang	IN
fajar	NN
,	Z
kata	VB
Han	NNP
Sang	NNP
-	NNP
ho	NNP
,	Z
seorang	NND
pegawai	NN
Daewoo	NNP
di	IN
lokasi	NN
tersebut	PR
,	Z
dalam	IN
pernyataan	NN
kepada	IN
televisi	NN
Korea	NNP
Selatan	NNP
YTN	NNP
.	Z
Terjadi	VB
tembak-menembak	VB
dan	CC
mereka	PRP
menyerbu	VB
dengan	IN
dinamit	NN
,	Z
kata	VB
Han	NNP
.	Z
Belum	NEG
ada	VB
klaim	NN
segera	RB
mengenai	IN
siapa	WH
yang	SC
bertanggung jawab	VB
atas	IN
penculikan	NN
tersebut	PR
.	Z
Penculikan	NN
dengan	SC
tuntutan	NN
uang	NN
tebusan	NN
merupakan	VB
hal	NN
yang	SC
sering	RB
terjadi	VB
di	IN
Delta	NNP
Niger	NNP
.	Z
Situasi	NN
keamanan	NN
memburuk	VB
di	IN
kawasan	NN
tersebut	PR
,	Z
yang	SC
menangani	VB
seluruh	CD
produksi	NN
minyak	NN
Nigeria	NNP
,	Z
sebuah	NND
negara	NN
anggota	NN
OPEC	NNP
dan	CC
pengekspor	NN
minyak mentah	NN
terbesar	JJ
kedelapan	OD
dunia	NN
.	Z
Produksi	NN
minyak	NN
Nigeria	NNP
berkurang	VB
seperlima	CD
karena	SC
serangan-serangan	NN
militan	JJ
.	Z
Serangan	NN
terhadap	IN
pangkalan	NN
yang	SC
dioperasikan	VB
perusahaan	NN
konstruksi	NN
dan	CC
mesin	NN
Daewoo	NNP
Korea	NNP
Selatan	NNP
itu	PR
terjadi	VB
kurang	RB
dari	IN
sepekan	NN
setelah	SC
lima	CD
pekerja	NN
telkom	NNP
China	NNP
diculik	VB
dengan	SC
tuntutan	NN
uang	NN
tebusan	NN
di	IN
daerah	NN
lain	JJ
Delta	NNP
Niger	NNP
.	Z
Daewoo	NNP
,	Z
yang	SC
mengerjakan	VB
sebuah	NND
proyek	NN
pipa	NN
saluran	NN
minyak	NN
di	IN
daerah	NN
tersebut	PR
,	Z
mengkonfirmasi	VB
bahwa	SC
sembilan	CD
pekerja	NN
-nya	PRP
,	Z
semua	CD
-nya	PRP
orang	NN
Korea	NNP
Selatan	NNP
,	Z
diculik	VB
.	Z
Helikopter	NN
tentara	NN
Amerika	NNP
Serikat	NNP
jatuh	VB
di	IN
luar	NN
Bagdad	NNP
,	Z
menewaskan	VB
ke-12	CD
penumpang	NN
-nya	PRP
,	Z
akibat	NN
ditembak	VB
peluru kendali	NN
panggul	VB
,	Z
kata	VB
CNN	NNP
hari	NN
Senin	NNP
.	Z
Black	NNP
Hawk	NNP
jatuh	VB
hari	NN
Sabtu	NNP
itu	PR
diduga	VB
kuat	JJ
akibat	NN
tembakan	NN
musuh	NN
,	Z
kata	VB
pejabat	NN
tak	NEG
dikenali	VB
Amerika	NNP
Serikat	NNP
,	Z
yang	SC
dikutip	VB
CNN	NNP
.	Z
Kejadian	NN
itu	PR
masih	MD
dalam	IN
penyelidikan	NN
,	Z
tapi	CC
puing	NN
ditemukan	VB
di	IN
tempat	NN
kejadian	NN
tersebut	PR
menunjukkan	VB
keterlibatan	NN
peluru kendali	NN
,	Z
kata	VB
CNN	NNP
.	Z
Kami	PRP
tidak	NEG
melansir	VB
apa	WH
pun	RP
dari sini	PR
atas	IN
sebab	NN
kejadian	NN
itu	PR
.	Z
Sebab	NN
kejadian	NN
tersebut	PR
masih	MD
dalam	IN
penyelidikan	NN
,	Z
kata	VB
Letnan	NNP
Kolonel	NNP
Josslyn	NNP
Aberle	NNP
di	IN
Bagdad	NNP
.	Z
Dua puluh	CD
lima	CD
tentara	NN
Amerika	NNP
Serikat	NNP
tewas	VB
hari	NN
Sabtu	NNP
dalam	IN
suatu	CD
dari	IN
hari	NN
paling	RB
maut	NN
bagi	IN
serdadu	NN
negara	NN
adidaya	JJ
itu	PR
di	IN
Irak	NNP
,	Z
kata	VB
hitungan	NN
terakhir	OD
U.S.	NNP
Delapan	CD
orang	NN
terbunuh	VB
dalam	IN
sebuah	NND
bentrokan	NN
di	IN
Baghdad	NNP
dan	CC
Mosul	NNP
,	Z
kota	NN
bagian	NN
utara	NN
Irak	NNP
,	Z
kata	VB
narasumber	NN
dari	IN
petugas	NN
keamanan	NN
dan	CC
kesehatan	NN
.	Z
Lima	CD
orang	NND
petugas	NN
polisi	NN
meninggal	VB
dan	CC
tiga	CD
orang	NN
yang	SC
lain	JJ
terluka	VB
dalam	IN
sebuah	NND
baku tembak	NN
dengan	IN
pria-pria	NN
bersenjata	VB
di	IN
distrik	NNP
Mosul	NNP
bagian	NN
selatan	NN
,	Z
sebuah	NND
kota	NN
di mana	SC
gerilyawan	NN
Sunni	NNP
membangun	VB
sebuah	NND
markas	NN
,	Z
kata	VB
Wali kota	NNP
Mohammed	NNP
Ahmed	NNP
.	Z
Di	IN
Baghdad	NNP
,	Z
dua	CD
orang	NN
terbunuh	VB
dan	CC
lima	CD
yang	SC
lain	JJ
terluka	VB
ketika	SC
sebuah	NND
bom	NN
meledak	VB
di	IN
distrik	NN
Karrada	NNP
,	Z
bagian	NN
barat	NN
,	Z
kata	VB
narasumber	NN
dari	IN
Kementerian	NNP
Dalam	NNP
Negeri	NNP
dan	CC
rumah sakit	NN
.	Z
Sebuah	NND
bom	NN
yang	SC
lain	JJ
yang	SC
meledak	VB
di	IN
distrik	NN
bagian	NN
tengah	NN
Sheikh	NNP
Omar	NNP
,	Z
mengakibatkan	VB
satu	CD
orang	NN
meninggal	VB
dan	CC
melukai	VB
empat	CD
yang	SC
lain	JJ
,	Z
kata	VB
narasumber	NN
itu	PR
.	Z
Serangan	NN
itu	PR
terjadi	VB
sehari	NN
setelah	SC
pembunuhan	NN
